Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/03/2016,Prepaid card,Government benefit payment card,Unauthorized transactions/trans. issues,,"Re PLS prepaid card, and atm use. 

I used my card at ATM. Requested {$130.00}. I was ok with the {$4.00} charge ATM cost, and {$2.00} charge for ATM transactions with PLS debit card use. I accepted and pressed proceed, then, The ATM machine dispensed only {$80.00}, but proceeded to charge the {$4.00} and bank cost of {$2.00}. 

I called the XXXX XXXX, as I was told they own the machine, and was told since I do n't have an account she ca n't refund and to call my card bank. I called my card bank, PLS, and was told they ca n't do anything. 

I am being charged twice, for XXXX requested total. ATM should not charge you if they ca n't dispense the total amount. The card issuing bank should have a process to protect us consumers. I 'm stuck with paying about {$16.00}, to receive XXXX requested total of {$130.00}. My cost should 've remained the roughly {$8.00} not be surprised to roughly {$16.00} due to failure of an ATM. 

I want a refund of the PLS cost of {$2.00} plus {$4.00} ATM cost, just to do the additional transaction in order receive the difference in total I requested of up to {$130.00}. Why should I be stuck paying twice for my XXXX request?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"PLS GROUP, INC",IL,606XX,,Consent provided,Web,08/11/2016,Closed with monetary relief,Yes,No,2043572
08/09/2016,Prepaid card,General purpose card,Fraud or scam,,"my situation is rather strane but i have been a victim of identity theft someone was able to get my account information and use some type of replica card to withdraw funds out of my account from atm machine in the city of round rock and XXXX, Texas i have made multiple police reports signed affidavits, sent revital letters and also verification that i was a work the time this incident occured was XXXX. central time and i was at work in XXXX, Texas the person ( s ) were able to draft over {$1400.00} dollars out of my account .i have gotten nowhere with this institution because they are not doing a proper investigation on there end everything they have asked me to sumbit has been given to them they told me funds will be avail to me XXXX/XXXX/XXXX i was waiting for that day just to just call and be told my case was declined bc it was a atm transaction which i told them originally and they also knew and was able to stop and refund XXXX draft ... since this incident i have yet to recive anything in writing on top of all of this madness i have been a custimer since XX/XX/XXXX and have had my direct deposit setup i have now reopened the claim and waiting XXXX. This company is horrible they over talk me everytime i call and this issue seems to just keep going in circles my nxt steps will be legal action if i cant get the to give me my money back.",,"Empowerment Ventures, LLC",TX,761XX,,Consent provided,Web,08/11/2016,Closed with monetary relief,Yes,No,2054585
10/05/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I gave a NetSpend Debit XXXX card to my XXXX year old daughter as a gift. The amount I purchased was {$120.00} There was an additional fee of XXXX, so the total paid by me was {$120.00}. 

When my daughter called to activate the card the service representative requested her social security number and her drivers license number. She gave the service representative this information and only to be told that they could not verify her identity and the card could not be activated. 

Calls to NetSpend 's customer help line XXXX does not provide access to any customer service rep. The caller is cut off after a few minutes even after providing requested personal information. 

An email to NetSpends Customer service address has gone unanswered.",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",CA,902XX,Older American,Consent provided,Web,10/12/2016,Closed with explanation,Yes,,2148056
09/14/2016,Prepaid card,Payroll card,Unauthorized transactions/trans. issues,,"On XXXX/XXXX/16, I attempted to log into the Citi prepaid site to check my balance information for my XXXX XXXX payroll card. After several attempts to enter my password and getting rejected, I bypassed the login and entered my card details to see my transactions. I was extremely shocked to see that someone had made an unauthorized bank transfer of {$4900.00} from my account on XXXX/XXXX/16. I immediately called Citi Prepaid card services to report the fraudulent transaction. They placed a block on the account to prevent any further fraudulent activity and issued me a new card by mail. They informed me that the fraudulent transfer was made using a XXXX account of unknown origin, a bank I have no affiliation with. They told me to check back every few days to ask about the investigation, but that was it. They did n't offer to credit me the missing money or anything. I filed a police report the very next day and forwarded the case number to Citi by phone shortly afterward. As of XXXX/XXXX/16, Citi says my account is still "" under investigation '' and although they issued me a new card, they refuse to remove the block on my account. They have already had 10 business days to investigate this matter ( my account is more than 30 days old ) and according to what I 've read on this site, they are supposed to credit me the missing funds while the investigation is ongoing. They told me the investigation could take 45-90 days to complete, and that they can not remove the block from my account while the investigation is still ongoing. In the meantime, I have bills to pay and no way to pay them. Talking to them Is getting me nowhere, and I am becoming very frustrated.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,OH,450XX,,Consent provided,Web,10/14/2016,Closed with monetary relief,Yes,,2111740
06/27/2016,Prepaid card,Government benefit payment card,Fraud or scam,,On the WV Unemployment card through Key Bank we had XXXX transactions XXXX for {$1000.00} and XXXX for {$280.00}. We reported it on XXXX XXXX as well as faxed the information to them to begin the process. We have not been given any information what so ever. They have been rude and not sensitive to the fact this was an unemployment card and took everything we have. We were told provisional money would be issued 10 business days from them reviving the fax .... Still nothing and when told about it they continue to say call back in two days of this takes time. We have financially struggled with borrowing money for bills and living expenses. We now are looking for help to know our rights on the process and where to go next.,,KeyCorp,WV,260XX,,Consent provided,Web,06/29/2016,Closed with monetary relief,Yes,No,1986812
06/27/2016,Prepaid card,General purpose card,Fees,,"I had a REDcard acct that I only used at XXXX time, and I do n't think I had used it since XXXX of XXXX. I purchased a birthday present for my grandson on XXXX XXXX, XXXX. I went to pay, the clerk asked me if I wanted to use my REDcard, she said i 'd get more of a discount on that purchase, so I said, "" Okay. '' That was a mistake. I charged {$25.00} on XXXX/XXXX/XXXX, then shortly after that, my son-in-law had an on-the-job accident that was XXXX, and my XXXX year old grandson was sick for weeks XXXX. They are both mostly fine now. But during that time, I was rarely even getting the mail out of the mailbox, let alone opening it. I was a basket case, and almost never home. So finally, my life returns to some normalcy and on Friday, XXXX XXXX, I open this bill from REDcard stating I owe {$120.00}. I called Target Card Services to ask them to forgive one or two of the late fees, but they say the OCC prevents them from forgiving any of the late fees, plus, if I close it without paying all the late fees the late fees will continue to stack up, another {$35.00} each month, even though the account is closed. I talked to XXXX and told him i wanted to close the account. Then I went straight to the US post office and mailed them a check for {$25.00}, along with a letter detailing what had transpired, and reiterated that I had asked for the account to be closed on the phone with XXXX on XXXX/XXXX/XXXX. I felt like they were strong-arming me, as if i was involved in a case of extortion. I just could not believe they would not waive at least one of the late fees. I actually thought what they were telling me was illegal. So now I intend to find out if what they are doing is in fact legal.",,TD Bank US Holding Company,OH,457XX,,Consent provided,Web,08/19/2016,Closed with explanation,Yes,No,1985966
08/18/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I used my American Express Bluebird card to withdraw {$500.00} from a XXXX ATM on Approximately XXXX XXXX, 2016. Following this withdraw there were XXXX unauthorized transactions, in the amount of {$20.00} per transaction, for XXXX. I notified American Express Bluebird on XXXX XXXX and they opened my claim, I would call and follow-up on my claim and I was awarded {$20.00}, on XXXX XXXX, for XXXX that they felt was fraudulent/unauthorized. However, I was notified via email, on XXXX XXXX, that the remaining XXXX, identical transactions, were considered authorized. My account was also immediately canceled by American Express Bluebird stating I was in violation of the agreement section 22D on that same day. I spoke to a representative and was told that the department that reviews and declines disputes is unreachable that there is no email, fax, telephone or address on file and their decisions are final.",,Amex,FL,334XX,,Consent provided,Web,08/20/2016,Closed with monetary relief,Yes,No,2069859
08/25/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I do remember closing this account back in XXXX. I also requested for all accounts using my social security number to be closed, and remaining monies returned to me. Now, I am receiving emails stating I still have funds available, and to use the funds before a "" dormant fee '' applies. I have attempted logging into my account, but the site is asking for my card info. I destroyed the card ( s ), in XXXX, I also recall the card ending in XXXX, had an expiration of XXXX, XXXX. Reason why I closed this account, is due to an over sixty day delay in the issuance of monies from the IRS. Also, I was notified from a government depositor, they permanently blocked this cards routing number, due to possible fraud occurring with other clients. It is stating my available balance on the card ending in XXXX is a little over XXXX dollars.",,"Empowerment Ventures, LLC",ME,040XX,Servicemember,Consent provided,Web,08/30/2016,Closed with explanation,Yes,Yes,2082219
08/26/2016,Prepaid card,Other special purpose card,Fees,,"After successfully using rebates from merchants for years, I recently had the unfortunate experience of receiving several American Express prepaid reward cards as rebates. 

The company is at least misleading in understating that XXXX monthly service fees will be charged after 5 months from issue. There is no legitimate reason for a monthly fee. All notification of such fees is in minuscule print at page bottom or on the back of the card. It also says funds do not expire immediately after the monthly fee description. Why is that there other than to confuse or mislead consumers? 

I had cards of {$10.00}, {$15.00}, and {$50.00}. After trying to check balances, I learned the first XXXX cards were at {$0.00} and the latter was at {$44.00}. So I ultimately used ( received ) {$44.00} of {$75.00} in rebates because I was misled by the obvious expiration date on the cards ( 5 years from issuance ) and the "" hidden '' fees descriptor. 

After checking all the sources I could, it seems these rebates are considered "" free '' money and so there is no recourse that I can detect. 

I feel like AmEx mislead me from fully utilizing my rebates. Maybe it is free money for these unscrupulous banks, but not me. 

I do not believe banks should be allowed to deduct service fees on rebate cards. There is no justification for a passive fee. They are not managing the money. 

If they are deducting monthly service fees as if I had an account with them, then I should be notified as the fees are deducted just as if I were a bank customer. That is how they are treating these prepaid reward cards. 

People should be made aware that there are fees associated with rebate reward cards and these unscrupulous banks should be made accountable.",,Amex,CA,945XX,,Consent provided,Web,08/30/2016,Closed with explanation,Yes,Yes,2084163
08/11/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,XXXX was loaded into my netspend Card to purchase a airline ticket the transaction was cancelled by the agent the netspend company is withholding my. Money for almost a week and a half asking for all these documents which is impossible to get I set them evidence of the transaction and they still refused,Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",NY,112XX,Servicemember,Consent provided,Web,08/15/2016,Closed with explanation,Yes,No,2060004
08/27/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I 've had a Serve One VIP prepaid card issued by American Express for several months. It was an attractive card due to its low fees and ability to safely load cash at many locations outside traditional banking hours, as well as the ability to transfer that money to my other out-of-state bank accounts with pre-existing debited bills. 

However, I received notice on XXXX XXXX that my account was being being shut down and could no longer load my money. There was no notice, no explanation given, and no recourse offered whatsoever. I attempted to contact Serve for further information and was denied any assistance with regards to the sudden actions taken against my account. 

Upon my own research I came to understand that Serve has taken similar actions against many other account holders for perceived violations of terms & conditions regarding loading prepaid gift cards to their Serve accounts. On XXXX XXXX I initiated XXXX money load transaction from my debit card ( NOT a gift card ) for {$200.00} in order to have funds available in another account for an upcoming bill that was due via auto pay. It seems quite clear now that Serve has taken adverse action against me for using their product feature that is readily accessed and available on their website. If they did n't want this feature used by their consumers, then it amazes me they still offer it in the first place. 

Again, there was no notice given and no ability to rectify the situation. I find this highly frustrating and excessive on behalf of Serve.",,Amex,OR,974XX,,Consent provided,Web,08/31/2016,Closed with explanation,Yes,Yes,2084192
10/19/2016,Prepaid card,General purpose card,Fees,,"I received a Citi Visa Debit card with a balance of {$450.00} XX/XX/XXXX. The card has a one year expiration date for XX/XX/XXXX. On there site, it says that after 12 months there will be a $ XXXX/month maintenance fee. However, on XX/XX/XXXX, Citi expired the card and charged my entire balance of {$170.00} as a fee.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,NC,277XX,,Consent provided,Web,10/21/2016,Closed with monetary relief,Yes,,2168676
08/28/2016,Prepaid card,General purpose card,Fees,,"I received an American Express prepaid rewards card as a rebate for a purchase. When I made the purchase ( through XXXX ) they indicated there would be a rebate ( {$9.00} ), but not that the rebate would be in the form of a card. 

Therefore, no disclosure as to the cards fees or expiration date were made. 

When I received the card I noted an expiration date of XX/XX/XXXX. No worries plenty of time to use the card. 

I went to use the card today. {$0.00} balance. A call to Amer Express was made and the the Rep for Amer Express claimed that this card is not subject to ANY restrictions of fees and that they have charged me a fee each month until the balance was XXXX. 

The Rep pointed out that on the back of the card is a disclosure about the fee. True enough there is a disclosure on the reverse of the card about fees which includes a guarantee that funds never expire contradicting the expiration date on the front of the card. 

I offered to let the matter pass if my card was reimbursed the {$9.00}. Rep refused. 

{$9.00} is not much. But I reason that Amer Express is doing this as a business practice and it yields them XXXX. 

Card # XXXX XXXX XXXX",,Amex,CA,917XX,,Consent provided,Web,08/31/2016,Closed with explanation,Yes,Yes,2084468
09/07/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"CITIBANK said I had a "" bankruptcy and your account was included in the filing ''. There is nothing on my credit like this that has been reported in the last 20 years or more. If this is true, then it is in direct conflict of the credit reporting laws, that a major institution can hold credit items against you that may or may not have occurred 20 years ago. I did file bankruptcy once, about XX/XX/XXXX-XX/XX/XXXX, but I bought a home, receiving a mortgage in XX/XX/XXXX. Since then there is nothing other than some old medical bills from XX/XX/XXXX when I became XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,CA,925XX,,Consent provided,Web,09/12/2016,Closed with explanation,Yes,,2098461
08/18/2016,Prepaid card,Gift or merchant card,Fraud or scam,,i have already files a complaint and got the resolution.i am not satisfied with the resolution ( {$100.00} + {$25.00} copensation ) as a result of my complaint.I did try to contact XXXX XXXX and i never got a response back.i was not aware that when i dispute the resolution of the bank the complaint would be closed on CFPB end.that is the reason why i am filing an other complaint to get a satisfactory resolution as soon as possible and get a fair amount of compensation for the amount of time i swpent and frustration i went through by contacting the call center agent of US bank.I waqs otld to throw away my gift card woth {$100.00} multiple times just because it was purged in their system,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,,,,Consent provided,Web,08/19/2016,Closed with monetary relief,Yes,No,2070727
08/16/2016,Prepaid card,Payroll card,Unauthorized transactions/trans. issues,,"On XXXX XXXX, 2016 at about XXXX I was having breakfast with my son and his family. I got a text on my phone of a XXXX charge. I called netspend as soon as I saw the text because I hadnt authourized this charge. The rep I spoke with was nice she advised me there were 3 pending transaction adn asked me several time which of the 3 did i not authorize. I told her. At that time she stated she would be cancelling my card and sending me a new one. I asked this rep over 5 times if my new card would have the XXXX taken off it and she stated no that all the funds would be availabe once my new card came I explained to her that 2 of the charges were mine and i didnt want problems with those companies. again she stated dont worry im cancelling your card so it is a pending transaction and you will be fine. I told her my rent was due soon and I need to pay it. again she assured me and the restuarant ( i had my cell phone on speaker and was upset so everyone could hear my call ) i asked to have the card expedited and she said she would without a fee. Card arrives about 3 days later. XXXX is gone and XXXX expedited fee is gone. i contact netspend and was tld just the opposite of what i had been told by the rep who said since it was pending that it would not be taken. this rep said the mone was released to the merchant 2 days after my card was cancelled and now i have to file a dispute to get it back, i am so frustrated and all calls to the corp office are returned to me by robotic people who just talk from a script. I have seen that this apparently is a common practice of this company and something needs to be done. i have filed a complaint with XXXX but since they are so large no one seems to do anything to stop them, I need my maoney and now they told me that they would have an answer for me by XXXX on XXXX. i didnt authorize this charge. im told they have to make sure they go by the guidelines of regulation e. i need my mone im XXXX on a fixed income and have had to borrow to get thru the month due to this",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",TX,752XX,,Consent provided,Web,08/18/2016,Closed with explanation,Yes,No,2066047
10/18/2016,Prepaid card,ID prepaid card,Fees,,"Front of sheet accompanying prepaid card indicates "" valid thru : XX/XX/XXXX ''. I was n't able to activate the card using my zip code as requested and was finally able to get through to a live agent. Upon activation, agent informed me that the balance remaining on the card was {$13.00} ( instead of {$16.00} ). He had to explain that there was a schedule of fees located on the back bottom of the sheet, essentially fine-print that is not user friendly and seems very shady to me as a customer, since I did not request this prepaid card and it was issued to me by XXXX through Citi.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,CA,917XX,,Consent provided,Web,10/20/2016,Closed with monetary relief,Yes,,2164428
10/11/2016,Prepaid card,Government benefit payment card,Fraud or scam,,"On XX/XX/2016 around XXXX I went to bank of America ATM at XXXX and XXXX XXXX and I try to withdraw some money so I can take my kids out to eat, when I check my balance it did not seem right so I called the automated machine and I discovered that there is a transaction for the amt of XXXX at XXXX. I was surprise so I talked to Bank of America customer service and I was told that transaction happened on XX/XX/2016 and charges posted on XX/XX/2016. I asked the customer service agent to see if I can file a fraudulent claim on the account because I did not authorize that transaction and I requested to close my account and send a new card. I took all the money out of the account and an agent advised that their claims department was closed due to observation of Labor day holiday and to call on the next available business day. On Tuesday XX/XX/2016 I called bank of America and I did file a claim I was told that may take 10-30 days of process. I did not receive the paper work until XX/XX/XXXX that same day I faxed the necessary paper work that was requested by the bank. On XX/XX/2016 I received a letter stating "" We 've completed our review of the reference claim and have determined that no error has occurred in this instance "" so therefore the temporary credit was previously applied to your account will be removed by XX/XX/2016. 

I called Bank of America today spoke to Fraud agent XXXX who told me that the only way they can review my case is if I can submit a police report and I told her no one have made mention that I need to file a police report regarding this, I ask why is it necessary when I know I can not be in two places at one point during all the day of transactions mention above I was at work all day and right after work I do have to pick up my kids from after school program and there is no time in between for me to drive all the way to XXXX XXXX at XXXX store and shop ( XXXX store # XXXX XXXX XXXX XXXX XXXX XXXX Arizona XXXX ) I spoke to supervisor her name is Page and she adv. they determine that there is no fraudulent because I am only disputing XXXX transaction that day. And also the card is never used after that XXXX particular transaction, my reply to the supervisor was "" I am a honest person I 'm only disputing the transaction I know I did not process and authorized '' XXXX then she mention well the thief then did not re use your card after that transactions. And I said well I have closed the account and took the all the money out after I found out there is someone else using my card without my knowledge and I also mention I do n't know on How / why / who could it be. So the supervisor after further investigation said due to the fact the transaction still took place in XXXX they can not see that there is a fraudulent. I am entitled to be protected under Reg E the bank was notified in a timely manner of my loss / theft and i know as a consumer I should not be penalized for someone else actions. I would like this case presented to the bank in a timely manner and my money returned to me as owed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,AZ,852XX,,Consent provided,Web,10/14/2016,Closed with explanation,Yes,,2155152
09/19/2016,Prepaid card,Gift or merchant card,Fraud or scam,,"I received a Pre-Paid Citi Card ( debit XXXX ) due to a large purchase of a XXXX dishwasher. 

The card was a {$200.00} pre-paid card. I assumed that I could only charge {$200.00} and that would deplete the card to zero. Any additional amount that takes me beyond the {$200.00} limit should be declined. 

However, that is not the case apparently. These pre-paid cards are being sold as a "" pre-paid '' card, when in fact you can go negative on your balance. Essentially charging more than the limit you are given. Citi-Prepaid says that this happens if there is a charge pending and another charge hits while the other XXXX is pending. Irrelevant in my opinion. This is fraudulent and should NOT be allowed to happen. 

I had to speak to XXXX different people with XXXX different companies to try to resolve this - Citi Prepaid Customer Support and the "" corporate office '' that they transferred me to. I was transferred back and forth, disconnected 3 times, and spoke with XXXX different supervisors. No one could resolve my issue. I have a NEGATIVE balance on my card of {$16.00}. Consumers should be protected from this type of activity. 

This is actually a scam being run my credit card companies and should be stopped.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,770XX,,Consent provided,Web,10/20/2016,Closed with explanation,Yes,,2119796
10/15/2016,Prepaid card,General purpose card,Fees,,I received a prepaid {$26.00} XXXX Citibank XXXX card as a refund for overpayment after cancelling my service in XXXX 2015. I recently discovered that Citibank XXXX has charged a monthly {$3.00} account maintenance fee since XXXX for not using the card on a monthly basis. This has caused the card to go down to {$14.00}. When I contacted Citibank they said that this was the terms & conditions that XXXX initiated. I did not agree to these Terms and would not agree to such terms since this is a refund of services paid.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,750XX,,Consent provided,Web,10/19/2016,Closed with explanation,Yes,,2162217
10/16/2016,Prepaid card,General purpose card,"Overdraft, savings or rewards features",,"I had an issue with my account due to a duplicate transaction. The credit card company charged me an overdraft fee and assured me that it would be refunded once the dispute had been resolved. Once the dispute was resolved I noticed that the overdraft fee had not been refunded. I contacted Netspend to make them aware of the issue and both agents were rude and unhelpful. At one point of the call the representative told me that she would have to hang up because the call was taking too long. I then asked to speak to a supervisor for further assistance. Netspend is telling me that they refunded the money, but when I ask them to walk me through it they wo n't. The information I have online does not match what they have in their system. They claim credits have been issued to my account that I can not see. I do n't think that this is fair to me as the consumer, I also do n't like how the customer service reps treated me.",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",AZ,850XX,,Consent provided,Web,10/19/2016,Closed with explanation,Yes,,2162565
10/19/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I have unauthorized transactions on my {$200.00} Master Card pre-paid gift card. 
I have reported the problem to the card issuer but as of today, XX/XX/2016, have not received a positive response.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,CA,945XX,,Consent provided,Web,10/22/2016,Closed with explanation,Yes,,2169409
10/26/2016,Prepaid card,Other special purpose card,Fraud or scam,,Someone used my information go to apply for credit card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,TX,761XX,,Consent provided,Web,10/28/2016,Closed with explanation,Yes,,2179822
10/20/2016,Prepaid card,Gift or merchant card,Unauthorized transactions/trans. issues,,"XX/XX/2016, I purchased a {$200.00} U.S. Bank MasterCard prepaid gift card at a retail store. I immediately brought the card home and kept it secured in my home. 

On XX/XX/2016, unbeknownst to me, my card was debited {$160.00} for an online payment to XXXX power company. I did not authorize this charge. I do not and have never lived in California and have never had an account with XXXX. In fact, as of XX/XX/XXXX, I still had not ever used my card and it was still secured in my home. No one else had ever seen my card or card number except for me. 

On XX/XX/2016, I was preparing to use my card for the first time and checked my balance online. I then discovered the XX/XX/XXXX unauthorized {$160.00} debit. I used the remaining {$37.00} on my card and then called U.S. Bank to dispute the {$160.00} charge. U.S. Bank asked me to submit my dispute in writing and I promptly did so ( Exhibit 1 ). 

On XX/XX/2016, U.S. Bank wrote back asking me to submit additional information to process my claim ( Exhibit 2 ). I promptly provided this information ( Exhibit 3 ). 

On XX/XX/2016, U.S. Bank wrote back stating that the funds were withdrawn in error and that the funds would be returned to me : "" We found that an error did occur and are closing the claim in your favor. A credit of {$160.00} will be made to your account on XX/XX/2016. '' U.S. Bank further stated, "" The claim is closed and the credit is considered final. '' ( Exhibit 4 ) Despite this final notice from U.S. Bank resolving this claim in my favor, the funds were not returned to me. On XX/XX/2016, I called U.S. Bank to ask why my funds still had not been credited to me as promised. XXXX, a U.S. Bank phone representative, stated that after sending the XX/XX/XXXX letter to me, U.S. Bank reversed its "" final '' decision and now would not release the funds. U.S. Bank had never notified me that it was still holding my funds and that it in fact would not release them, and could not tell me why this final decision was reversed. 

In summary, I disputed an unauthorized charge on my prepaid gift card and U.S. Bank made a "" final '' determination in my favor and promised to return the funds to me. Despite this final determination, U.S. Bank is still refusing to return the {$160.00} to me. I request that U.S. Bank return these funds to me, preferably in the form of a check since I do not want to risk these funds remaining on a U.S. Bank gift card.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,MD,208XX,,Consent provided,Web,10/24/2016,Closed with monetary relief,Yes,,2171465
08/17/2016,Prepaid card,General purpose card,Adding money,,"I have had a PayPal account for years, as well as their PayPal Prepaid debit card, also for years, both in good standing. 

Yet, since last Thursday, I have not been able to load my card with money from my PayPal account, even though there is plenty of money in the account, and the card is in working order, by PayPal 's own admission. 

I have called them at least 10 times since last Thursday. Sometimes they tell me it 's a system issue they are trying to resolve ; other times they say it 's website maintenance, other times they simply tell me to keep trying, that they have noted my problem and will fix it. 

But NOTHING has been done. 

I need this issue FIXED ASAP, as that card is my ONLY way of making purchases in-person at the market, and the drugstore, etc. It 's my ONLY way of accessing my funds from my PayPal account. 

Every time I speak to a rep ( in XXXX ), they put me through a whole circus of hoops to jump through, only to tell me the same excuses I listed above. 

HELP! 

I do not work for a living anymore, as I 'm an XXXX patient and am nearly homebound. That card is my only way of making purchases, such as for medicine. 

HELP!",,"PayPal Holdings, Inc.",CA,935XX,,Consent provided,Web,08/23/2016,Closed with explanation,Yes,No,2069472
08/31/2016,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,"I purchased {$5000.00} in eBay gift cards and use them for eBay purchases. 

However, the seller had refunded the purchases via Paypal. 
Paypal consecutively had closed my Paypal account without providing the cause. 

Since Paypal is an exclusive checkout method for eBay gift cards I effective forever blocked from redeeming my gift cards.",,"PayPal Holdings, Inc.",CA,940XX,,Consent provided,Web,09/06/2016,Closed with explanation,Yes,Yes,2090410
08/20/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I requested a prepaid debit card from XXXX, which is issued by NetSpend, so that I could have access to my funds paid to me by XXXX.I was denied the card, because NetSpend is saying I owe them {$72.00}, and would not give me an explanation as to why I would owe them money owe a prepaid debit card.I donot owe these people any money, and I need to know why they are saying I do? I believe this a scam.I ask them to send me an explanation, he refused?",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",CA,925XX,,Consent provided,Web,08/23/2016,Closed with explanation,Yes,No,2073516
08/27/2016,Prepaid card,General purpose card,Adding money,,"I had setup recurring loads ( {$25.00} ) on my Amex Serve card from my Checking Account through the linked Debit Card. Basically with the idea of saving few bucks everyday. 
I also had a Direct Deposit ( part from my pay check ) getting credited to this account twice a month. 

I also used this for few purchases once in a while and I used this card primarily for Emergency fund and had around {$5000.00} + left in my account. 

And one day ( on XX/XX/XXXX ) i got an email with a subject "" Termination Of Funds Loading Capabilities on Your Serve ( R ) Account ''. 

I have no idea what is the issue here. And as the subject says i am not able to load any more funds on my account. 

I was scared there was some issue with then bank and withdrew all the left over money to my bank account. 

They have mentioned that they have "" observed unusual usage patterns ''. 

What is unusual here? Loading Money from my bank account? 
or using this as Emergency Fund Account? 

I just need to know the real reason.",,Amex,NJ,073XX,,Consent provided,Web,08/31/2016,Closed with explanation,Yes,No,2084626
