Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/01/2016,Money transfers,International money transfer,Other service issues,,"I made a transaction using western unioun, about 7hrs later, I seen where the declined the transaction and they never gave me reason why.The took $ XXXX plus {$11.00} for the fee off my card.they said it would be put back on in 7 days.XX/XX/XXXX is when i sent they western union or tried to .It is now XXXX XXXX and i still havent got my money, and i have called, i have sent bank statements showing where they took my money.I am getting know where with them, The way i see it they took money off my card in 3 seconds, it shouldnt take 30 days, I really need that money at the time.They just wont work with me or tell me the truth they just give me the run a round.",,The Western Union Company,OK,741XX,,Consent provided,Web,08/03/2016,Closed with explanation,Yes,No,2040185
08/02/2016,Money transfers,International money transfer,Other transaction issues,,I made a money transfer to my father in XXXX through money gram. When my father went to pick it up he was told there is no order number matching his number. The lady at store had also made a mistake my fathers name is XXXX XXXX XXXX and she only put XXXX XXXX. I called money gram and they said it was on hold and that my father needs to call a phone number they gave me. So I called my father again and gave him the number to call. Well there was no answer. He went back to the bank and they still have no money for him. So I drove for an hour to the money gram I sent the money through and they told me the money is on hold and there was nothing they can do. So I called money gram again and they said the same thing again. My father needs to call and say they could give me back the money so I could resend it. Again there is no answer to any of the phone numbers they gave him. So I sent {$200.00} to my father that he can not Claim and they will not return to me. Every time I call they same the same thing he needs to call them but none of the numbers they give me work.,,MoneyGram,NV,890XX,,Consent provided,Web,08/02/2016,Closed with explanation,Yes,No,2041173
08/06/2016,Money transfers,Domestic (US) money transfer,Fraud or scam,,"Paypal charged me {$20.00} for a fraudulent charge back initiated by a 3rd party, i which I do nothing to do with.",,"PayPal Holdings, Inc.",WA,980XX,Servicemember,Consent provided,Web,08/06/2016,Closed with monetary relief,Yes,No,2049565
06/27/2016,Money transfers,International money transfer,Fraud or scam,,"Please I need your help urgently. I went to Sigue, a money transfer company to transfer money to my family which needed it urgently but the company has been coming up with XXXX excuse upon another and have since refused to send my money. I have provided all the requirements they asked for upon transaction and I have later provided series of other documentations which they kept on changing o no avail. 
I trust you will like to expose them and call them to order at the very least. 
I am desperate for your need to help get this money transfered asap for the urgent purpose which I needed it for. 
I look forward to hearing from you.",Company believes it acted appropriately as authorized by contract or law,Sigue,TX,770XX,,Consent provided,Web,06/27/2016,Closed with explanation,Yes,No,1987403
07/27/2016,Money transfers,Domestic (US) money transfer,Money was not available when promised,,"XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Ny XXXX XXXXXXXXXXXX XXXX e-mail To : XXXX XXXX XXXX XXXX XXXX Ny XXXX Attn : Branch Manager XXXX XXXX XXXX Application has Account Routing #. She is charging For : Lost Credit Cards. I called XXXX to correct problem. I have statement she, s going to correct the problem.. Issue is XXXX XXXX XXXX Account only XXXX Order e-checks. They say, s pay For : Credit Cards out of the e-checks. I sent the money with permission by me as Customer at XXXX fees. {$25.00}. She should have in mail. XXXX XXXX excepted the tracking Form. For : XXXX XXXX. She say, s she did not receive Form. When walk in",,LexisNexis,NY,105XX,,Consent provided,Web,08/02/2016,Closed with explanation,Yes,No,2034065
08/07/2016,Money transfers,International money transfer,Fraud or scam,,A guy was offering a service for a game. It turned out to be a scam after he had a buddy and myself send him money on paypal thru the friends and family way. But once he received the payment he stopped communications but has contacted others during this time. Have all the proof from the conversation and also have my buddies from them talking at the same time as he was avoiding me.,,"PayPal Holdings, Inc.",MI,489XX,,Consent provided,Web,08/07/2016,Closed with explanation,Yes,No,2049490
08/18/2016,Money transfers,International money transfer,Fraud or scam,,"My wife, XXXX XXXX on XXXX XXXX 2016 at XXXX XXXX sent a Western Union transfer XXXX XXXX from your Western Union agent near us at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. XXXX, XXXX, XXXX XXXX, XXXX. 

I have the customer receipt and the Western Union USA response by XXXX XXXX XXXX XXXX 2016 where you state that this money was paid to the named recipient XXXX XXXX on XXXX XXXX 2016 in XXXX. The only problem is that our friend did not receive this money but was told that the money had already been received in XXXX and then she went to WU in XXXX. She was again told that this money was distributed and that she needed to contact WU USA which we have done via XXXX XXXX XXXX agency taking 3 weeks for a response. 

We asked WU the following, "" Please advise what WU - USA / WU-XXXX are going to do about this? You have lots of small details on this document about our responsibility and a lot of information on protecting yourself from fraud on your westernunion.com website but this money transfer was given to someone else and not our friend and recipient XXXX - We asked them the following questions : 1. Where was the money given? What WU branch/bank etc? 
2. What ID was used to show that this person was indeed XXXX XXXX? ( Even if the person who picked up this bank transfer had all of the info, they would have needed to have an appropriate ID identifying as the above person. 
3. What is WU going to do? ( There is a young man who is unable to pay school fees and thus not able to go to high school until this is sorted out. He has XXXX terms left to graduate. 
4. Are there security cameras in your WU agencies in XXXX like the XXXX in XXXX. It seems like it would be very easy to track down date and time to see who was the fraudulent recipient of these funds? "" We were told by WU that the case was close because the money had been received. If we wanted to reopen the case, this could only be done by the Police XXXX or the Police XXXX. We have visited the police in XXXX 3 times and our friend has visited 3 times to the police to XXXX. We have been asked numerous times by WU to do their job for them and we have gotten very little assistance from them like we would quit asking where is our money that was supposed to go to our friend 's son education?",,The Western Union Company,,,Older American,Consent provided,Web,08/18/2016,Closed with explanation,Yes,,2070436
09/14/2016,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,"XX/XX/2016 - centurylink account closed XX/XX/XXXX - centurylink withdrew funds via ACH without authorization Calls made to XXXX XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX all time they acknowledge {$81.00} refund owed because of accounting error. Promised date of funds return past multiple times. On XX/XX/XXXX representatives stated charges would be reversed on the same day as they should not have been charged. At 1 month + since that date with no refund. Multiple calls to reps whom state an additional 7-10 days to process for every call date listed above. Fraudulent ACH withdrawl claim processing through bank as XXXX refuses to refund fraudulent ACH withdrawl.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,NV,891XX,,Consent provided,Web,09/20/2016,Closed with explanation,Yes,,2112105
06/23/2016,Money transfers,Domestic (US) money transfer,Other service issues,,"It took XXXX different phone operators at XXXX more than 20 minutes to complete my opt out request to limit the sharing of my information. It felt predatory and like they were just reading a script to get me to just opt out of emails from their company instead of limiting my sharing with affiliates and non-affiliates. The operator kept promising me that they do n't share my information with affiliates and non-affiliates when the privacy policy that I agreed to when signing up, clearly sates that they do. Their privacy policy can be found here XXXX",,The Western Union Company,NY,120XX,,Consent provided,Web,06/23/2016,Closed with explanation,Yes,No,1981142
10/03/2016,Money transfers,Domestic (US) money transfer,Other transaction issues,,"Overview : I have been dealing with debt due to a disagreement between XXXX financial institutions over a credit card balance transfer where neither financial institution is taking responsibility for the amount of the transfer. As such, I am accruing interest from both institutions ' accounts for several months because I 'm unsure which account will be able to reimburse me in the end. 

-- - Details : After I signed up for a credit card through Associated Bank ( AB ), as part of an associated promotion, I opted to have a balance transfer from my Associated Bank Visa credit card account to another financial institution, XXXX, to reduce the balance on my XXXX XXXX XXXX credit card account. 

A balance transfer check for {$6500.00} was sent from AB to XXXX on XX/XX/2016. A week later I noticed the balance was added to my AB account, but it was not removed from my XXXX account. I corresponded with both institutions : XXXX recommends I ask AB for proof about the transfer and fax the proof to them. AB reports that their records that the check was cashed on XX/XX/2016, and they send me a photocopy of the check. I faxed the check to XXXX, and they write back deny having cashed it and claims it was canceled. Speaking with both customer service teams thereafter has led nowhere, where each institution simply recommends I need to speak with the other to seek resolution.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,WI,537XX,,Consent provided,Web,10/07/2016,Closed with monetary relief,Yes,,2139888
07/31/2016,Money transfers,International money transfer,Fraud or scam,,"On XX/XX/2015 at XXXX EDT, I made a Moneygram transfer transaction at the Walmart location at XXXX XXXX XXXX XXXX, XXXX, reference code XXXX, in the sum of {$2000.00} with a fee of {$40.00}, to be delivered to a ex-officer friend in XXXX. Unfortunately, when the XXXX went to collect the money, he was told the money had already been received. I made a formal complaint to Moneygram on XXXX XXXX and i was told it would take upto 90 days for an investigation to be conducted. The complaint number is XXXX. Since then, I have tried several times to check on the status of the investigation, and each time i was either put on hold for several minutes and then disconnected, or told to wait for an email response.On XX/XX/2015, i got a voice message from a XXXX at XXXX XXXX stating that the investigation was still in progress and that they would send me email about the status within 2 weeks. More than 2 weeks went by but i did not receive any email. I followed up with XXXX but got no response and left several messages. I made several other attempts and finally somebody told me that the case was closed and that they had evidence that my friend collected the money. i asked for the documentation proof of the money collection transaction receipt to be mailed to me, but i never received them. In particular, i wanted to know where in XXXX the amount was disbursed, the name of the issuing agent, the receipt of the transaction showing the signature of the person who collected the money, and the form of ID used. I called again and again, many times running into dropped calls, and finally a person I talked to told me that i could only sue them ( Moneygram ) in order to get the information. i sent a final email and a hard copy mail to Moneygram XX/XX/XXXX and I was completely ignored. Moneygram fails to admit the fact that there have fraudsters working for them. There are many of such stories as mine. For several years, I have made several money transfers to this family friend of mine and i trust him well to know that he will never defraud me.",,MoneyGram,NJ,070XX,,Consent provided,Web,07/31/2016,Closed with monetary relief,Yes,No,2038871
08/17/2016,Money transfers,International money transfer,Incorrect/missing disclosures or info,,Western union failed to say that if i use a credit card to process my transaction it will cost me money from my Credit card as a cash advance,,The Western Union Company,NY,109XX,,Consent provided,Web,08/17/2016,Closed with explanation,Yes,No,2068656
06/24/2016,Money transfers,Domestic (US) money transfer,Money was not available when promised,,"Once again, I attempted to do an online transfer of {$100.00} from my PNC checking account to my PNC smartcard and once again PNC has removed the funds from my checking account and has failed to put them on the smart card, forcing me to call in YET AGAIN, be placed on hold and transfered to various departments in order to get the funds either returned to my checking account or put on the smartcard. This time, an "" escalating customer service rep '' said that they are aware that there is a glitch that sometimes does this, that it is their fault, that they have had numerous calls when it happens, but have no idea how to fix the glitch since it is inconsistent. PNC needs to have severe punitive penalties, from in effect, stealing from its customers and not addressing the issue unless customers are willing to be on hold for over an hour with each incident and get angry. PNC acts are clearly illegal and need to be fined heavily -- my guess is they will figure out the "" glitch '' very quickly if they are forced to do so.",,PNC Bank N.A.,PA,190XX,,Consent provided,Web,06/28/2016,Closed with explanation,Yes,No,1983894
08/13/2016,Money transfers,International money transfer,Wrong amount charged or received,,"PayPal insists on charging their exchange rate when I make a purchase, and makes it difficult if not impossible to opt to be charged in local currency. I have a US credit card that offers me the spot exchange rate for foreign currency transactions so obviously I choose to be charged in foreign currency instead of having PayPal opportunistically give me their above-market rate. Please force them to at least offer the option of being charged in local currency.",,"PayPal Holdings, Inc.",CA,941XX,,Consent provided,Web,08/13/2016,Closed with explanation,Yes,No,2062420
08/02/2016,Money transfers,Domestic (US) money transfer,Other transaction issues,,"On XXXX XXXX, 2016, I initiated an online Moneygram transfer of {$1000.00} for my son. In the past 2 months I have been sending him transfers with just his first and last name on the Moneygram and he has been able to pick up the money. I live in XXXX XXXX and my son attempted to pick up the money at a Moneygram location in XXXX XXXX on XXXX XXXX. He went to at least XXXX Moneygram locations but was told he could not pick up the money because his ID did n't match. The Agent said that the Moneygram was missing his middle initial so he could not pick it up and the the policy recently changed to require the middle initial. BUT the online form says that the middle initial is optional and today it still says the middle initial is optional. On XXXX XXXX I cancelled the transaction and received a confirmation email that acknowledged the cancellation. From the date of cancellation it 's supposed to take 3 to 10 business days to receive the refunded money. I called Moneygram XX/XX/XXXX, the 10th business day because I received an email on XX/XX/XXXX saying that my transaction was cancelled on XX/XX/XXXX. I called and spoke to a supervisor named XXXX who looked into the transaction and confirmed that the cancellation date was not XX/XX/XXXX as the Moneygram email said, but XX/XX/XXXX. In the email I received yesterday, it says that I have to wait 3-10 days from XX/XX/XXXX to receive the refund. This is a deceptive practice. Now it can be up to 20 business days, or a month before I get my refund. I am complaining about the deceptive practice of requiring a middle initial - the online form does n't require it - for pick up. I am complaining about their refund process. The Customer Service agents are argumentative and do not take the time to research the issue or provide me with a proper email response. I called and emailed and my issue still has not been resolved.",,MoneyGram,CA,902XX,,Consent provided,Web,08/02/2016,Closed with explanation,Yes,No,2042871
08/22/2016,Money transfers,International money transfer,Fraud or scam,,My transfer has not been available as promised according to my receipt since the XXXX of this month. I filed a complaint with money gram today since the receiver could not again pickup the transfer and XXXX XXXX from money gram wrote stating it was placed on hold without my consent. Online reference number XXXX. So I filed another complaint Online reference number XXXX.,,MoneyGram,MD,212XX,,Consent provided,Web,08/24/2016,Closed with explanation,Yes,Yes,2076511
08/10/2016,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I had transferred money thru paypal to purchase an item for {$200.00}. The seller never sent the item, it 's almost been a month and item never received",,"PayPal Holdings, Inc.",NJ,073XX,,Consent provided,Web,08/10/2016,Closed with monetary relief,Yes,No,2057456
08/19/2016,Money transfers,International money transfer,Money was not available when promised,,I have an issue with a transfer that was completed when I left the Ace Cash Express on XXXX/XXXX/2016. The receiver stated that the money was not available when promised and today after checking the money gram website it no longer exist. I did not cancel the transfer nor did I receive a refund.,,MoneyGram,MD,212XX,,Consent provided,Web,08/19/2016,Closed with explanation,Yes,No,2072902
08/12/2016,Money transfers,Domestic (US) money transfer,Other transaction issues,,"Hello, Upon reviewing my XXXX XXXX business checking account to prepare for second quarter financial statements I noticed XXXX unauthorized ACH debits on my account paid to the merchant USAA. Upon noticing this fraud, I reviewed my personal account and found an additional XXXX. The detail on the bank statements for these XXXX charges are as follows : XX/XX/2016 USAA XXXX {$10000.00} XX/XX/2016 USAA XXXX {$5200.00} XX/XX/2016 USAA XXXX {$5200.00} XX/XX/2016 USAA XXXX {$5100.00} XX/XX/2016 USAA XXXX {$5000.00} XX/XX/2016 USAA SAV-XXXX {$5000.00} Until I saw these debits, I had never heard of USAA let alone do business with them or authorize them to take any money from my accounts. I understand they are a financial institution for military people. I have never been in the military, nor has anyone in my family. The individuals listed above in the transaction detail are unknown to me.",Company can't verify or dispute the facts in the complaint,USAA Savings,SC,297XX,,Consent provided,Web,08/12/2016,Closed with explanation,Yes,No,2061113
08/10/2016,Money transfers,International money transfer,Money was not available when promised,,my money transfer in western union can not be process..kind help so that they can continue the transfer processing..the mtcn was XXXX and sent to XXXX XXXX XXXX,,The Western Union Company,CA,943XX,,Consent provided,Web,08/10/2016,Closed with explanation,Yes,No,2052878
07/27/2016,Money transfers,Domestic (US) money transfer,Fraud or scam,,"Identity thief With the bank help, my name was forged and I lost over $ XXXXout of XXXX banks. Sheriff Department called it a civil case. I am a XXXX year old service connected veteran, my attorney help sell me out also, I need a federal investigator. XXXXXXXXXXXX",,Rabobank,CA,922XX,Older American,Consent provided,Web,08/11/2016,Closed with explanation,Yes,No,2033879
08/16/2016,Money transfers,International money transfer,Incorrect/missing disclosures or info,,"On XXXX XXXX, I received a request for funds from a relative in XXXX who needed it for an emergency on the following day. I had not sent money to this relative in many years, so I had to fill out a form with Western Union to be able to send the money. When my relative tried to cash the money transfer, he was denied the funds, but not given a reason why. When I got involved, a representative told me that either he submitted an official ID through e-mail to western union ( XXXXXXXXXXXX ), fax it, OR we had to send a letter of explanation to Western Union with a picture of my signature. There were problems with both options : my relatives in XXXX do not have the technology or the know how to e-mail the picture ID, and the letter of explanation had to be accompanied with many details I do not know about my relative, and that I know well he would n't be willing to give me. These were facts such as date and place of birth, occupation, address, etc. I must mention here that while I have a moral obligation to assist this relative, our relationship is not the best. So I decided to cancel the money transfer, with the intention to re-send it to another mutual relative who is in my Western Union profile and receives money transfers without any difficulty. She could in turn deliver the funds to the original intended recipient. This is the part with which I have a problem : Western Union stated that that was n't an option at all. How is that possible? Either my estranged relative submitted an ID, which I was not even sure he had, and he stated that it would be too difficult for him, or I submitted the letter of explanation. Else, according to Western Union, they would keep the funds for a year and then submit it to the Treasury Department. 
This defied any sense of logic. It was my money and I simply wanted to cancel the transaction. I called back to seek an explanation ( was it a regulatory requirement or simply an internal policy? What gave them the power to simply keep my money? ) I was NOT given a reasonable explanation. Their explanation was basically "" that is the process. ''",,The Western Union Company,TX,782XX,,Consent provided,Web,08/16/2016,Closed with explanation,Yes,No,2064294
08/11/2016,Money transfers,International money transfer,Other transaction issues,,"I have a savings account with Citibank XXXX and also with Citibank XXXX. I needed to transfer money to that country and customer service chat agent in XXXX recommended me to do a Global Transfer. I followed his advice and instructions and on XXXX XXXX sent XXXX XXXX from my savings account in XXXX to my account in XXXX, however the operation could not be completed in XXXX and was rejected and reversed. The office in XXXX gave me notice of it and also the reference number XXXX as constancy that the global transfer and the XXXX XXXX were reversed back to the sender in XXXX ( myself ). 
Until here, this is a normal issue, however after 3 months Citibank XXXX has not given me my money back! I have called several times and communicate with different agents ( Global Transfer Specialist, Customer Service, Speed Unit etc ) and they say that they need to do an internal process to clarify what is happening. I have got XXXX reference numbers in Citibank XXXX that are XXXX and XXXX about that internal case. They told me the back office need to communicate with XXXX and solve something, and that it will be resolved in about a week, but almost 3 months have passed and my money is still missing, I keep calling and they keep saying that need to clarify and that I should call again on a week! I needed that money to pay a mortgage in XXXX and Im already running on high interest there. 
What is weird is that when I call XXXX in less than 10 minutes I have again the confirmation number showing that the Global Transfer was rejected and the money sent back to the sender, Citibank XXXX, so I don not understand why Citibnak XXXX is taking almost 3 months to give me my money back. 
In summary, I did an online global transfer from the Citibank webpage from my Citibank savings account in XXXX for XXXX XXXX, but the operation was rejected so the money should come back to my account in less than a week, nonetheless Citibank XXXX is taking months to give me my money back even tough I have the constancy of the money reversal. They do not provide me any reasonable answer, just that an internal case is open, and they refrain to answer when such case will be solved or what is happening. Please help me, XXXX XXXX is a lot to me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,IL,606XX,,Consent provided,Web,08/11/2016,Closed with monetary relief,Yes,No,2058297
08/11/2016,Money transfers,International money transfer,Incorrect/missing disclosures or info,,I sent money to my friend in XXXX but by mistake I sent to a wrong bank. It happend on XXXX/XXXX/2016,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,FL,331XX,,Consent provided,Web,08/11/2016,Closed with explanation,Yes,No,2058867
08/23/2016,Money transfers,Domestic (US) money transfer,Other transaction issues,,"I made a transfer from my Bank of America checking account to my XXXX savings account using online banking ( bill pay ) as I have done for years. The {$3000.00} was deposited in my XXXX account and then they took it out charged a fee and sent a check to me marked "" refer to maker '' on it. I took that to a Bank of America branch and they deposited it into my BofA account. Then a few days later it was taken out of my Bof A account again with a "" refer to maker '' error. I again went to Bof XXXX to get information and they put in a request for research. I then had a rep from XXXX contact me and state that they are doing a treasury trace but that XXXX presented the check to the treasury 4 times and that they still had the {$3000.00}. XXXX has been attempting to contact XXXX to get them to research it to no avail as they state the money is with Bank of America. This has been going on since XXXX and I feel that I have been defrauded out of XXXX since neither bank is blaming the other and no one can seem to get my {$3000.00} back into either account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,VA,222XX,,Consent provided,Web,08/23/2016,Closed with explanation,Yes,Yes,2076849
08/10/2016,Money transfers,Domestic (US) money transfer,Other transaction issues,,"On XXXX/XXXX/16, I sent {$760.00} via MoneyGram. The receiver rejected the funds and they were returned to MoneyGram. As of today, MoneyGram has failed to return the funds to me and everytime I contact them I receive a different story. I have asked to speak with someone in charge that can make decisions and I am told there is no one to speak with. MoneyGram has been holding onto money that is rightfully mine for over 10 days. The money needs to be returned along with the fee I was charged for sending it. This issue has taken me away from my job for 2 days trying to get it resolved.",,MoneyGram,AR,720XX,,Consent provided,Web,08/10/2016,Closed with explanation,Yes,No,2053611
06/29/2016,Money transfers,International money transfer,Other transaction issues,,"On XXXX XXXX, 2016 I went to XXXX XXXX in XXXX, TX and used the Western Union Terminal to transfer the sum of {$120.00} to XXXX. My MTCN tracking # is XXXX. One issue that came up during the transaction was : did the recipient have an ID. I was not sure and the agent suggested that a test question and answer would suffice. I provided a test question plus an answer. 
A day later the recipient informed me that the Western Union agent bank refused to provide the money because of an expired ID and also denied request to use the test question. 
I went bank to Western Union and wanted to recipient name be changed to another individual that has a valid ID. The agent refused to entertain my request stating that I must call from the home telephone number I listed on the transaction, or go to XXXX and make the request. I went back to XXXX and spoke with an agent. He stated that Western Union would not let them change name but can issue me a refund less the transfer fee of {$9.00}. I refused such refund offer. I went home and called XXXX and after about 30 minutes of speaking with XXXX different individuals I was advised to go back to XXXX and get the {$120.00} refund and the agent would put a request for refund of the fees. She further advised that the {$9.00} would be mailed to my home address. 
I did just that. Two days ago I inquired on the status of the fees refund. The Western Union representative advised me that my request was denied because it was not their fault that the recipient did not have a valid ID. I mentioned that the XXXX agent told me that test question would be used in-lieu of a valid ID. He stated that Western Union policy is that for all international transfer all recipients must have a valid ID. This was the first time I was told of such policy. I wanted to know why such information was not given to me during the initial money transfer transaction, the agent had no answer for me. 

I 'm requesting that my full {$9.00} fee transaction be refunded to me.",,The Western Union Company,TX,751XX,,Consent provided,Web,06/29/2016,Closed with explanation,Yes,No,1990660
08/05/2016,Money transfers,International money transfer,Money was not available when promised,,"On XX/XX/2016 I received a call from XXXX XXXX XXXX. I spoke to XXXX XXXX. He reported he had an investor whom wanted to purchase my timeshare. I received a welcome letter. He requested a high resolution drivers license picture ID and to sign the letter of intent. He then returned a call and stated the sale would go to the senior escrow manager XXXX XXXX. Both XXXX XXXX XXXX and XXXX XXXX with XXXX XXXX XXXX in XXXX Colorado were very convincing. XXXX XXXX stated I would need to pay closing fees. This fee would be {$5100.00}. He then explained the buyer would reimbursed the fee. He was very convincing. The wire transfer via an intermediary bank.. This bank was XXXX XXXX XXXX. Next the escrow representative stated XXXX would need to pay XXXX % tax as I allowed family and friends to use this timeshare. even when stating I never received any compensation, XXXX XXXX indicated I would need to be registered as a international investor. This would allow me to sell the property. This time the cost to register as a foreign investor would be {$6800.00}. Once this was paid the scam continued. When I questioned him he indicated the buyer would get me for breach of contact. When XXXX XXXX stated the Bank in XXXX, ( XXXX XXXX XXXX XXXX XXXX XXXX ) was refusing to release the escrow account. "" The following XXXX XXXX XXXX ( XXXX ) Wire Transfer Confirmation XXXX has been retained for delayed deposit, uninsured payments, and security reasons by XXXX with the intent to combat XXXX XXXX Money Laundering. When I became desperate he indicated the last step would be for me to take a policy from XXXX. He indicated this would allow the insurance to help bridge communication between the bank and the seller. cost for this was {$9300.00}. Once I paid this, XXXX XXXX and XXXX XXXX stated the claim would be paid. The issue, this time I needed to pay the deductible. This deductible would be {$15000.00}. When I began questioning the both neither could provide details to this policy.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,CA,928XX,,Consent provided,Web,08/05/2016,Closed with monetary relief,Yes,No,2046224
08/15/2016,Money transfers,Domestic (US) money transfer,Money was not available when promised,,"1. On XXXX/XXXX/XXXX I received a total of {$4200.00} from a XXXX XXXX from money he owned me. 
2. The money was transferred to my Venmo ( Paypal Inc. ) account on XXXX/XXXX/XXXX. 
3. I transferred {$2800.00} to XXXX XXXX Venmo XXXX Paypal , Inc. ) account on XXXX/XXXX/XXXX. 
4. On XXXX/XXXX/XXXX at XXXX I was contacted by XXXX . ( Venmo agent ) who stated they dont see my funds. This was Venmo case no. XXXX. 
5. On XXXX/XXXX/XXXX at XXXX I was contacted by XXXX XXXX ( Venmo agent ) who stated my accout was frozen and that I need to provide proof that I am authorized to receive the funds. 
6. On XXXX/XXXX/XXXX I recevied an emal from vemo that I had transferred {$2800.00} to XXXX XXXX and also that Venmo was transferring {$1300.00} to my XXXX XXXX account ending in XXXX by no later than XXXX/XXXX/XXXX. 
7. I have not received my funds after 10 days which is required by law of money exchangers nor have I found any evidence to support that I have violated there user agreements to withhold my funds.",,"PayPal Holdings, Inc.",GA,303XX,,Consent provided,Web,08/15/2016,Closed with non-monetary relief,Yes,No,2063644
06/29/2016,Money transfers,International money transfer,Money was not available when promised,,"My name is XXXX XXXX and I am a XXXX XXXX employee. 
I use the Western Union Online Transfer Service twice a month and I am getting charged for a service which I am not receiving for the last 4 months. 
Last year I was paying only {$7.00} for the money transfer ( up to {$2.00} ) to be delivered to XXXX in a maximum of 3 days. 
Now I am getting charged {$45.00} for an "" express '' service which supposed to deliver the money in minutes, however my wife have to wait one or 2 days to get the money in XXXX because the agencies where she collect the money they do n't have cash. She complained there but the agencies blamed Western Union since they are providing a service for this Company. 
I sent already complaints to WU to their email address XXXXXXXXXXXX on the XXXX XXXX and XXXX XXXX, with no answer at all. I just received an email on XXXX XXXX from XXXXXXXXXXXX saying that they got my complaint, but so far nothing happened. 
We feel we are being cheated by Western Union since they are charging us {$45.00} for the same service I used to pay only {$7.00}. 
Thank you.",,The Western Union Company,FL,331XX,,Consent provided,Web,06/29/2016,Closed with explanation,Yes,No,1992365
08/27/2016,Money transfers,Domestic (US) money transfer,Fraud or scam,,I sent a WESTERN UNION transfer to a SR. ATTONEY and he said he did n't get it and WESTERN UNION said it was paid correctly and I just received the letter from them stating it. and if you want me to FAX a copy I WILL.,,The Western Union Company,NY,100XX,,Consent provided,Web,08/27/2016,Closed with explanation,Yes,Yes,2084187
09/01/2016,Money transfers,International money transfer,Other transaction issues,,"I transfer some money to an account that I have in XXXX, through Transferwise, after I open an account with them, given to them all the information they required, such as : ss # etc.The first ones went smooth, but on the last one, they ask me to provide aditional pieces of Id wich I refuse, all of this after they took the money from my account, I think this is not a correct banking procedure. What should I do?",Company believes it acted appropriately as authorized by contract or law,TransferWise Ltd,NY,105XX,Older American,Consent provided,Web,10/17/2016,Closed with explanation,Yes,,2091593
10/31/2015,Money transfers,International money transfer,Other transaction issues,,"On XXXX/XXXX/15 I placed an order for swiss army knives from XXXX The items were in stock. The company contacted me for payment by wire transfer. On XXXX/XXXX/15, I completed wire transfer of {$210.00} EUR ( {$250.00} USD ) from my XXXX. The company then contacted me to say the order was cancelled and items were not available. When I go on to my account at their website, it says on XXXX/XXXX/15 money received and paid back. I have not received money & after numerous emails I still only get automated response saying they received my request & will get back to me. I also wrote XXXX in XXXX but I know they speak XXXX.",,KeyCorp,NY,125XX,,Consent provided,Web,10/31/2015,Closed with monetary relief,Yes,No,1634228
08/28/2016,Money transfers,Domestic (US) money transfer,Fraud or scam,,Pay pall closed my account after I confirmed my identity and refused to release my funds to me. The customer service was very rude and did n't give me any reason why they closed an account.,,"PayPal Holdings, Inc.",MO,656XX,Older American,Consent provided,Web,08/28/2016,Closed with non-monetary relief,Yes,Yes,2084720
08/29/2016,Money transfers,International money transfer,Fraud or scam,,I completed a money transfer today XXXX/XXXX/2016 to XXXX and had been notified by the recipient that there is no record of the transfer. After tracking on the website it states that there is no record of the transfer.,,MoneyGram,MD,212XX,,Consent provided,Web,08/29/2016,Closed with monetary relief,Yes,Yes,2084847
10/14/2016,Money transfers,International money transfer,Wrong amount charged or received,,"I made a wire transfer from a US Bank of America account to a XXXX account for my son and daughter in law. The amount of the US dollar transfer was {$18000.00} ( which is a lot of money to them ). The amount that was credited to their account was {$16000.00}. 
I went to my local branch at BofA and spoke to the manager regarding the transfer. I was told that I made the transfer in XXXX ... the exchange rate was COMPLETELY unfair {$1.00} = XXXX I was unaware that this exchange rate was well below the typical rate in XXXX {$1.00} = XXXX ... XXXX ( I found this out afterwards ) This transaction of exchange cost over {$1300.00} and the overall charges exceeded 7 % of the total sent. 
This seems to be sooooooo unfair and in all honesty taking advantage of a naive consumer. It really gives banks a bad name. Where did that money go? 
I am hoping that you can help rectify this situation as my hands are tied. 
Please review my case and advise if their is any hope that we can receive some money back? 
I will be happy to give any additional information needed. 
Thank you, XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,CA,931XX,,Consent provided,Web,10/14/2016,Closed with monetary relief,Yes,,2161238
